epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,1491.42,0.86477,0.91652,0.52513,0.90713,0.91655,0.91135,0.97123,0.74924,0.91169,0.89588,0.95516,0.57652,0.77681,0.98652,0.48167,0.83554,0.00934,0.00934,0.00934
12,1622.34,0.84686,0.90601,0.51005,0.90144,0.91928,0.91555,0.97322,0.74808,0.91441,0.90099,0.9593,0.57484,0.79118,0.98818,0.4924,0.83163,0.009274,0.009274,0.009274
13,1753.62,0.83226,0.89247,0.50003,0.89641,0.91854,0.91417,0.97254,0.74244,0.909,0.89288,0.9512,0.54823,0.78867,0.97856,0.47333,0.83195,0.009208,0.009208,0.009208
14,1884.68,0.82315,0.88439,0.48769,0.89158,0.91906,0.91855,0.97375,0.74413,0.90865,0.89631,0.95127,0.5448,0.78891,0.98617,0.47556,0.82863,0.009142,0.009142,0.009142
15,2014.94,0.80799,0.86832,0.47982,0.8878,0.92183,0.92393,0.9761,0.75644,0.91532,0.90182,0.95713,0.56574,0.76735,0.99459,0.45655,0.82228,0.009076,0.009076,0.009076
16,2145.73,0.79994,0.8626,0.47278,0.88391,0.91712,0.91858,0.97422,0.75986,0.90706,0.89658,0.95319,0.54995,0.74402,0.9525,0.46229,0.82281,0.00901,0.00901,0.00901
17,2301.81,0.79123,0.85413,0.4649,0.88111,0.91523,0.918,0.97326,0.74716,0.90327,0.89484,0.9497,0.53689,0.77468,0.95559,0.46492,0.82284,0.008944,0.008944,0.008944
18,2432.72,0.78276,0.8487,0.46186,0.88025,0.92209,0.92088,0.97589,0.76099,0.91236,0.89862,0.95437,0.55361,0.73641,0.93965,0.44904,0.81672,0.008878,0.008878,0.008878
19,2564.09,0.77719,0.84475,0.45587,0.87642,0.91374,0.91875,0.9733,0.7611,0.90474,0.89414,0.94929,0.54158,0.7293,0.93212,0.44961,0.81491,0.008812,0.008812,0.008812
20,2707.26,0.76888,0.83843,0.45157,0.87528,0.91396,0.92115,0.97343,0.76083,0.90512,0.90039,0.95387,0.55951,0.74063,0.93936,0.44774,0.8143,0.008746,0.008746,0.008746
21,2837.39,0.76354,0.8332,0.44705,0.87377,0.91744,0.92144,0.97453,0.77542,0.90833,0.90368,0.95664,0.56752,0.70309,0.92257,0.43594,0.81013,0.00868,0.00868,0.00868
22,2968.13,0.75805,0.82544,0.43991,0.87073,0.92972,0.92962,0.97922,0.77377,0.91969,0.90729,0.95933,0.56758,0.7137,0.90682,0.42202,0.8086,0.008614,0.008614,0.008614
23,3098.86,0.7431,0.81414,0.44028,0.87026,0.92294,0.92327,0.97623,0.77517,0.91535,0.90516,0.95835,0.57269,0.6996,0.89893,0.42678,0.80942,0.008548,0.008548,0.008548
24,3229.38,0.72628,0.79032,0.43648,0.86715,0.90081,0.90913,0.96781,0.76538,0.88986,0.88643,0.94491,0.54406,0.70531,0.90348,0.45362,0.80892,0.008482,0.008482,0.008482
25,3359.69,0.72008,0.78263,0.43262,0.86695,0.9195,0.92277,0.97508,0.77582,0.91043,0.90498,0.95713,0.5742,0.69267,0.89783,0.43862,0.80733,0.008416,0.008416,0.008416
26,3490.89,0.71262,0.77424,0.42829,0.86421,0.91686,0.92118,0.97441,0.77727,0.90586,0.90331,0.95535,0.56682,0.68867,0.89995,0.43144,0.8045,0.00835,0.00835,0.00835
27,3621.66,0.70728,0.76626,0.4236,0.86247,0.91809,0.92738,0.97666,0.76105,0.90649,0.90408,0.9541,0.5495,0.73285,0.9634,0.43016,0.81051,0.008284,0.008284,0.008284
28,3763.08,0.70326,0.76001,0.42307,0.86197,0.91242,0.91857,0.97216,0.7794,0.90155,0.8991,0.95253,0.56488,0.67199,0.87207,0.43077,0.80653,0.008218,0.008218,0.008218
29,3893.98,0.69949,0.75649,0.41941,0.8608,0.91309,0.92035,0.97387,0.78422,0.90457,0.9023,0.95567,0.57457,0.66637,0.87372,0.42608,0.79884,0.008152,0.008152,0.008152
30,4023.53,0.6913,0.74624,0.41728,0.86008,0.92506,0.92618,0.97705,0.7862,0.91411,0.90652,0.95661,0.56797,0.66584,0.85689,0.41503,0.80008,0.008086,0.008086,0.008086
31,4154.14,0.69097,0.74632,0.41333,0.85844,0.90404,0.91831,0.96927,0.77902,0.89232,0.89987,0.94911,0.56623,0.66773,0.87005,0.43168,0.80125,0.00802,0.00802,0.00802
32,4284.98,0.68558,0.73912,0.41293,0.85663,0.9177,0.92551,0.9757,0.78688,0.90735,0.90663,0.95603,0.57297,0.65653,0.85933,0.41889,0.79691,0.007954,0.007954,0.007954
33,4415.68,0.68083,0.73291,0.40849,0.85568,0.91235,0.92292,0.9735,0.7861,0.904,0.90356,0.95419,0.57024,0.66114,0.86563,0.42866,0.79983,0.007888,0.007888,0.007888
34,4557.96,0.67638,0.73,0.40642,0.85456,0.92714,0.93067,0.97924,0.795,0.91785,0.91298,0.96141,0.58135,0.65105,0.86054,0.39922,0.79356,0.007822,0.007822,0.007822
35,4688.64,0.67826,0.73151,0.40586,0.85518,0.90299,0.91632,0.96951,0.77429,0.88981,0.89473,0.946,0.55297,0.67822,0.88164,0.43393,0.79834,0.007756,0.007756,0.007756
36,4819.68,0.67372,0.72728,0.40288,0.85341,0.91994,0.92747,0.97715,0.7891,0.90887,0.90974,0.95846,0.57139,0.66251,0.8689,0.40618,0.79612,0.00769,0.00769,0.00769
37,4964.48,0.67043,0.72323,0.40103,0.85205,0.91459,0.92479,0.97468,0.79192,0.90446,0.90793,0.95673,0.57927,0.65044,0.85727,0.41337,0.79665,0.007624,0.007624,0.007624
38,5095.64,0.66974,0.71908,0.3984,0.85207,0.91823,0.92909,0.97672,0.79011,0.90709,0.90975,0.95704,0.57291,0.65741,0.85646,0.40756,0.79447,0.007558,0.007558,0.007558
39,5226.04,0.66358,0.71338,0.39805,0.85123,0.91075,0.92659,0.97413,0.79378,0.90222,0.90527,0.95464,0.57562,0.6398,0.83914,0.40792,0.79109,0.007492,0.007492,0.007492
40,5356.68,0.66187,0.7141,0.39412,0.85029,0.91554,0.92532,0.97533,0.79456,0.90629,0.90625,0.95682,0.57931,0.64255,0.84089,0.40442,0.79058,0.007426,0.007426,0.007426
41,5487.38,0.66049,0.7083,0.39257,0.85011,0.90854,0.9253,0.97312,0.78808,0.89948,0.90553,0.95363,0.57094,0.65125,0.85038,0.41498,0.79373,0.00736,0.00736,0.00736
42,5617.89,inf,0.70784,0.39437,0.84924,0.92102,0.92769,0.97694,0.79739,0.91144,0.9086,0.9583,0.58133,0.6375,0.84345,0.4019,0.79076,0.007294,0.007294,0.007294
43,5748.9,0.65683,0.71149,0.38881,0.8487,0.92543,0.93265,0.97915,0.80051,0.91543,0.91414,0.96111,0.58645,0.63353,0.83105,0.39566,0.78986,0.007228,0.007228,0.007228
44,5879.77,0.65448,0.70591,0.39048,0.84816,0.9177,0.92883,0.97634,0.80011,0.90761,0.91005,0.95758,0.58338,0.63053,0.83156,0.39903,0.78889,0.007162,0.007162,0.007162
45,6009.8,0.65223,0.70034,0.389,0.8476,0.92313,0.93008,0.97822,0.7994,0.91245,0.90937,0.95854,0.58168,0.6346,0.83535,0.39441,0.7914,0.007096,0.007096,0.007096
46,6139.71,0.64893,0.69816,0.38844,0.84714,0.91215,0.9245,0.97394,0.79079,0.90015,0.90544,0.95419,0.56638,0.63617,0.83672,0.40555,0.79014,0.00703,0.00703,0.00703
47,6270.52,0.64731,0.69663,0.38623,0.84638,0.91728,0.92825,0.97572,0.79799,0.9067,0.90756,0.9557,0.57839,0.6373,0.83828,0.39915,0.791,0.006964,0.006964,0.006964
48,6400.55,0.64555,0.69614,0.38292,0.84572,0.91436,0.92397,0.97426,0.79718,0.90209,0.90542,0.95402,0.5725,0.63249,0.84481,0.39996,0.789,0.006898,0.006898,0.006898
49,6530.78,0.64463,0.69503,0.38494,0.84563,0.91461,0.9267,0.97496,0.79923,0.90262,0.90834,0.95486,0.57853,0.62546,0.83364,0.40379,0.78756,0.006832,0.006832,0.006832
50,6661.12,0.64185,0.69041,0.37891,0.84536,0.91974,0.93085,0.97762,0.80062,0.90891,0.91005,0.95776,0.5793,0.63042,0.82993,0.39031,0.78835,0.006766,0.006766,0.006766
51,6792.04,0.64176,0.68865,0.37916,0.84435,0.91035,0.9253,0.97331,0.79712,0.89816,0.90685,0.95359,0.57635,0.62981,0.82976,0.39857,0.78959,0.0067,0.0067,0.0067
52,6922.43,0.64101,0.68973,0.37886,0.84439,0.91349,0.92923,0.97487,0.79198,0.90196,0.90658,0.95356,0.56884,0.6396,0.84863,0.39807,0.78978,0.006634,0.006634,0.006634
53,7066.61,0.63716,0.68433,0.37799,0.84294,0.91823,0.92883,0.9766,0.79694,0.90617,0.90939,0.95667,0.57537,0.63118,0.84267,0.39235,0.78827,0.006568,0.006568,0.006568
54,7197.27,0.63732,0.68998,0.37567,0.84398,0.90824,0.92521,0.97209,0.79248,0.89444,0.90473,0.95003,0.56774,0.63802,0.85192,0.403,0.78862,0.006502,0.006502,0.006502
55,7341.49,0.63469,0.68709,0.37588,0.84228,0.90912,0.92394,0.97246,0.79709,0.89797,0.90449,0.95307,0.57842,0.62431,0.82645,0.3977,0.787,0.006436,0.006436,0.006436
56,7471.96,0.6316,0.68329,0.37436,0.84283,0.90653,0.92429,0.972,0.79147,0.89412,0.90441,0.95125,0.57042,0.63429,0.85336,0.4033,0.78756,0.00637,0.00637,0.00637
57,7602.6,0.63356,0.682,0.37204,0.8418,0.91832,0.93234,0.97712,0.80374,0.90771,0.91304,0.95791,0.58123,0.61859,0.82594,0.38744,0.78566,0.006304,0.006304,0.006304
58,7733.19,0.62978,0.68185,0.37216,0.84158,0.90965,0.92882,0.97388,0.79777,0.89812,0.90967,0.95438,0.57474,0.62159,0.82686,0.39456,0.78599,0.006238,0.006238,0.006238
59,7863.57,0.62996,0.68007,0.37133,0.84248,0.91725,0.93169,0.97661,0.79306,0.90643,0.90944,0.95622,0.56913,0.63726,0.85938,0.38974,0.78822,0.006172,0.006172,0.006172
60,7993.63,0.62743,0.6782,0.37048,0.84096,0.9203,0.93379,0.97826,0.79046,0.90838,0.91207,0.95706,0.57013,0.64579,0.88207,0.39241,0.78887,0.006106,0.006106,0.006106
61,8124.28,0.62842,0.67983,0.36886,0.84077,0.91355,0.92866,0.97521,0.80062,0.90222,0.90951,0.95617,0.57914,0.62156,0.82842,0.39144,0.78517,0.00604,0.00604,0.00604
62,8254.37,0.62424,0.67632,0.36841,0.84122,0.91565,0.93282,0.97655,0.79818,0.90462,0.91118,0.9562,0.57709,0.63015,0.85227,0.38821,0.78601,0.005974,0.005974,0.005974
63,8408.14,0.62527,0.67389,0.3691,0.84003,0.91413,0.93003,0.9757,0.79586,0.90256,0.90801,0.95462,0.57032,0.62585,0.84489,0.3908,0.7853,0.005908,0.005908,0.005908
64,8538.36,0.62237,0.67361,0.36672,0.84031,0.91224,0.92705,0.97426,0.79707,0.90083,0.90654,0.95396,0.57023,0.6239,0.83703,0.39497,0.78566,0.005842,0.005842,0.005842
65,8668.75,0.62215,0.67204,0.36608,0.84013,0.90674,0.9256,0.97238,0.79639,0.89499,0.90565,0.95228,0.57396,0.62152,0.83767,0.39502,0.78628,0.005776,0.005776,0.005776
66,8799.16,0.62348,0.67251,0.36495,0.84033,0.9072,0.92773,0.97279,0.7978,0.89602,0.90674,0.9522,0.57421,0.6232,0.84223,0.39332,0.78472,0.00571,0.00571,0.00571
67,8929.6,0.62139,0.6706,0.36351,0.83949,0.91771,0.93127,0.97606,0.80262,0.90628,0.91194,0.95581,0.57692,0.61903,0.83619,0.38489,0.78441,0.005644,0.005644,0.005644
68,9059.86,0.61882,0.66856,0.36385,0.83795,0.91623,0.93256,0.97607,0.80352,0.9063,0.9116,0.95623,0.58025,0.61612,0.82608,0.38446,0.78342,0.005578,0.005578,0.005578
69,9189.7,0.61924,0.66944,0.36275,0.83859,0.91808,0.93432,0.9768,0.80293,0.90693,0.91286,0.95666,0.57733,0.61983,0.83395,0.38512,0.7841,0.005512,0.005512,0.005512
70,9319.49,0.61725,0.66726,0.36485,0.83881,0.91063,0.93262,0.97403,0.79829,0.89958,0.91028,0.95336,0.57446,0.62191,0.84003,0.38875,0.78447,0.005446,0.005446,0.005446
71,9449.69,0.61758,0.66826,0.36089,0.83793,0.91325,0.93171,0.97506,0.80378,0.90165,0.9121,0.95509,0.58072,0.61323,0.82514,0.38578,0.78309,0.00538,0.00538,0.00538
72,9580.04,0.6174,0.66813,0.36128,0.83896,0.91188,0.93085,0.97455,0.80201,0.90156,0.91058,0.95482,0.5794,0.60994,0.82106,0.38531,0.78259,0.005314,0.005314,0.005314
73,9710.22,0.6149,0.6652,0.36157,0.83798,0.90886,0.93096,0.97359,0.80098,0.89806,0.90991,0.9534,0.57268,0.61302,0.82468,0.38508,0.7832,0.005248,0.005248,0.005248
74,9840.07,0.61215,0.66167,0.35974,0.83751,0.90859,0.92905,0.97307,0.80211,0.8966,0.90876,0.95243,0.57405,0.6142,0.82795,0.38522,0.78319,0.005182,0.005182,0.005182
75,9970.45,0.61018,0.66168,0.35656,0.83658,0.91127,0.93087,0.97488,0.80378,0.90205,0.90854,0.95449,0.57733,0.61422,0.82792,0.38156,0.78302,0.005116,0.005116,0.005116
76,10100.8,0.61347,0.6614,0.35767,0.8376,0.91153,0.92977,0.9745,0.80276,0.9,0.9087,0.95409,0.57618,0.61284,0.82718,0.38207,0.78257,0.00505,0.00505,0.00505
77,10230.5,0.6099,0.6605,0.35554,0.83696,0.91718,0.93055,0.97676,0.80535,0.90563,0.91121,0.95662,0.58056,0.60882,0.81751,0.37972,0.78185,0.004984,0.004984,0.004984
78,10360.4,0.60982,0.66102,0.35742,0.83685,0.91862,0.93096,0.97701,0.80771,0.90654,0.91267,0.95735,0.58276,0.60409,0.81218,0.37775,0.78067,0.004918,0.004918,0.004918
79,10529.5,0.60826,0.66092,0.35595,0.83574,0.91323,0.93047,0.97522,0.80372,0.90176,0.90965,0.95509,0.5779,0.61049,0.8259,0.3827,0.78134,0.004852,0.004852,0.004852
80,10659.7,0.60663,0.65799,0.35571,0.83608,0.9136,0.93092,0.97565,0.80376,0.90208,0.91009,0.95517,0.57733,0.61318,0.82884,0.38221,0.78151,0.004786,0.004786,0.004786
81,10790.5,0.60897,0.65893,0.35444,0.83634,0.91954,0.93068,0.9774,0.80596,0.9076,0.91025,0.95713,0.58162,0.61329,0.83183,0.37724,0.78161,0.00472,0.00472,0.00472
82,10921,0.60623,0.65722,0.35191,0.83528,0.91859,0.93226,0.97729,0.80641,0.90604,0.91241,0.95718,0.58204,0.61234,0.83061,0.37605,0.78147,0.004654,0.004654,0.004654
83,11065.4,0.6054,0.65704,0.35409,0.83585,0.91791,0.93211,0.97721,0.80849,0.90578,0.9121,0.95713,0.58375,0.6079,0.8228,0.37516,0.78036,0.004588,0.004588,0.004588
84,11195.3,0.60319,0.65302,0.35182,0.83439,0.91509,0.93341,0.97678,0.80895,0.90437,0.91266,0.95697,0.58356,0.60596,0.82106,0.37532,0.78007,0.004522,0.004522,0.004522
85,11326.6,0.60365,0.65505,0.35078,0.83432,0.91634,0.93179,0.97674,0.80866,0.90465,0.91223,0.95677,0.583,0.60613,0.82183,0.37584,0.7801,0.004456,0.004456,0.004456
86,11457,0.60255,0.65345,0.35036,0.83468,0.91648,0.93337,0.97705,0.80906,0.90518,0.91291,0.95736,0.58417,0.60314,0.81624,0.37339,0.77952,0.00439,0.00439,0.00439
87,11587.2,0.60287,0.65395,0.35052,0.83481,0.91638,0.93323,0.97696,0.80935,0.90483,0.91267,0.95708,0.58304,0.6042,0.81816,0.37276,0.77957,0.004324,0.004324,0.004324
88,11718.1,0.60322,0.65427,0.35034,0.83468,0.91295,0.93265,0.976,0.8082,0.9025,0.91237,0.95626,0.58235,0.60276,0.81552,0.37567,0.77941,0.004258,0.004258,0.004258
89,11848.9,0.60218,0.65335,0.35066,0.83265,0.91203,0.93262,0.97561,0.80803,0.90146,0.9124,0.95584,0.58148,0.60158,0.81346,0.37489,0.77913,0.004192,0.004192,0.004192
90,11978.5,0.59906,0.64995,0.34801,0.83359,0.91178,0.9326,0.9754,0.80682,0.90099,0.91118,0.95514,0.57975,0.60438,0.81759,0.37475,0.77947,0.004126,0.004126,0.004126
91,12108.8,0.60097,0.65355,0.34966,0.83373,0.91331,0.93245,0.97565,0.80597,0.90162,0.91172,0.95526,0.57931,0.60656,0.82047,0.37414,0.77985,0.00406,0.00406,0.00406
92,12252.2,0.59736,0.64645,0.34674,0.83275,0.91326,0.93114,0.97532,0.80702,0.90159,0.91024,0.95464,0.57955,0.60494,0.81694,0.37523,0.77962,0.003994,0.003994,0.003994
93,12382.8,0.59764,0.64913,0.34612,0.8327,0.91244,0.93004,0.97474,0.80661,0.89985,0.91003,0.95408,0.57944,0.6047,0.81845,0.37592,0.77946,0.003928,0.003928,0.003928
94,12513.4,0.59772,0.64827,0.34563,0.83327,0.91111,0.93021,0.97441,0.80486,0.89869,0.91016,0.95358,0.57837,0.60554,0.82326,0.37699,0.77966,0.003862,0.003862,0.003862
95,12643.7,0.59581,0.64777,0.34279,0.83177,0.91302,0.93094,0.97515,0.80563,0.90132,0.90934,0.95427,0.57843,0.60684,0.82427,0.37504,0.78003,0.003796,0.003796,0.003796
96,12774.3,0.59611,0.64627,0.34762,0.83202,0.9128,0.93212,0.97538,0.80672,0.90106,0.91049,0.95457,0.57852,0.606,0.82282,0.37432,0.77974,0.00373,0.00373,0.00373
97,12904.6,0.59468,0.64668,0.34356,0.8317,0.91288,0.93163,0.97512,0.80682,0.9015,0.91004,0.95406,0.57757,0.60603,0.82371,0.37595,0.77963,0.003664,0.003664,0.003664
98,13051.3,0.59447,0.64353,0.34488,0.83195,0.91144,0.93089,0.97457,0.80506,0.89925,0.90955,0.95324,0.5753,0.60829,0.82888,0.37703,0.77991,0.003598,0.003598,0.003598
99,13182.4,0.59356,0.64532,0.3433,0.83297,0.91205,0.93089,0.97476,0.80633,0.89996,0.90921,0.9537,0.57666,0.60652,0.82577,0.37712,0.77942,0.003532,0.003532,0.003532
100,13312.1,0.59227,0.64351,0.34273,0.8319,0.91087,0.93171,0.9745,0.8066,0.89841,0.90983,0.95323,0.57751,0.60518,0.8227,0.37715,0.77917,0.003466,0.003466,0.003466
101,13442.8,0.5939,0.64465,0.34405,0.83122,0.91076,0.93116,0.9744,0.80623,0.89842,0.90994,0.95331,0.57799,0.60425,0.82243,0.37681,0.77882,0.0034,0.0034,0.0034
102,13573,0.59178,0.64313,0.34298,0.83197,0.91076,0.93144,0.97444,0.80627,0.89779,0.91076,0.95341,0.57842,0.60399,0.82245,0.37633,0.77875,0.003334,0.003334,0.003334
103,13703.1,0.58977,0.6418,0.34142,0.83132,0.91008,0.93274,0.97443,0.80611,0.8984,0.91025,0.9534,0.57801,0.60457,0.82379,0.37662,0.77879,0.003268,0.003268,0.003268
104,13833.3,0.58742,0.6404,0.33998,0.83037,0.91186,0.93345,0.97518,0.8069,0.89949,0.9119,0.95419,0.57888,0.60434,0.82322,0.37535,0.77856,0.003202,0.003202,0.003202
105,13963.6,0.59021,0.64089,0.34004,0.83057,0.91123,0.93348,0.97508,0.80696,0.89917,0.91138,0.95398,0.57854,0.60394,0.82309,0.37539,0.77845,0.003136,0.003136,0.003136
106,14093.9,0.58897,0.63709,0.33819,0.8306,0.91107,0.93366,0.97527,0.80733,0.89931,0.91182,0.95421,0.57898,0.60436,0.82466,0.37445,0.7785,0.00307,0.00307,0.00307
107,14319.4,0.59012,0.6396,0.33812,0.83102,0.91068,0.93347,0.97506,0.80734,0.89818,0.91227,0.95403,0.57878,0.60445,0.82444,0.37457,0.7785,0.003004,0.003004,0.003004
108,14450,0.58778,0.63881,0.33793,0.82982,0.91142,0.93253,0.97515,0.80821,0.89831,0.91216,0.95431,0.58005,0.6029,0.82156,0.37372,0.77826,0.002938,0.002938,0.002938
109,14580.4,0.58695,0.63909,0.33893,0.83025,0.91082,0.93301,0.97505,0.8087,0.89798,0.91254,0.95439,0.58023,0.60179,0.8196,0.37362,0.77807,0.002872,0.002872,0.002872
110,14710.7,0.5877,0.63834,0.33853,0.82998,0.91084,0.93267,0.97489,0.80817,0.89784,0.91178,0.95398,0.57976,0.60208,0.82034,0.37401,0.77804,0.002806,0.002806,0.002806
111,14841.1,0.58488,0.63874,0.33636,0.82935,0.91145,0.93302,0.97512,0.8083,0.89805,0.91238,0.95407,0.57992,0.60218,0.82012,0.37326,0.778,0.00274,0.00274,0.00274
112,14972,0.58467,0.63523,0.33752,0.82899,0.91096,0.93312,0.97506,0.80847,0.89782,0.91269,0.95422,0.58041,0.60173,0.81998,0.37293,0.77785,0.002674,0.002674,0.002674
113,15102.3,0.58461,0.63596,0.33532,0.82984,0.91071,0.93267,0.97485,0.80808,0.89844,0.9117,0.95396,0.57995,0.60149,0.81954,0.37307,0.77782,0.002608,0.002608,0.002608
114,15233.3,0.5846,0.63663,0.33703,0.82936,0.91111,0.9328,0.975,0.80858,0.89859,0.91142,0.95406,0.58035,0.60094,0.8181,0.37271,0.7777,0.002542,0.002542,0.002542
115,15364.4,0.58517,0.63554,0.33559,0.82907,0.91054,0.93292,0.97486,0.80838,0.89814,0.91169,0.95379,0.57995,0.60088,0.81726,0.37285,0.77764,0.002476,0.002476,0.002476
116,15518,0.58269,0.63342,0.33681,0.82926,0.91031,0.93291,0.97487,0.80838,0.89781,0.91162,0.95381,0.57954,0.6013,0.81767,0.3728,0.77767,0.00241,0.00241,0.00241
117,15649.1,0.58321,0.6352,0.33344,0.8289,0.91141,0.93279,0.97516,0.80873,0.89745,0.91286,0.95411,0.58001,0.60054,0.81579,0.37225,0.77756,0.002344,0.002344,0.002344
118,15779.5,0.58196,0.63434,0.33283,0.82898,0.91147,0.93327,0.97526,0.80915,0.89888,0.91195,0.95422,0.58057,0.59971,0.81466,0.37201,0.77736,0.002278,0.002278,0.002278
119,15909.9,0.5791,0.63287,0.33403,0.82798,0.91131,0.93342,0.9752,0.80906,0.89857,0.91207,0.95413,0.58063,0.59977,0.81453,0.37173,0.77731,0.002212,0.002212,0.002212
120,16040.7,0.58055,0.63231,0.33278,0.82798,0.91168,0.93331,0.97523,0.80944,0.89896,0.91208,0.95429,0.58087,0.59935,0.81364,0.37128,0.77727,0.002146,0.002146,0.002146
121,16171.5,0.57926,0.62997,0.33214,0.82799,0.9113,0.9332,0.97513,0.8091,0.89893,0.91197,0.95422,0.58057,0.59961,0.81411,0.37131,0.77724,0.00208,0.00208,0.00208
122,16302,0.57987,0.63207,0.33215,0.82812,0.91154,0.9338,0.97532,0.80942,0.90003,0.91174,0.95439,0.58121,0.5992,0.81363,0.37047,0.77714,0.002014,0.002014,0.002014
123,16432.1,0.57896,0.63025,0.33257,0.82775,0.9117,0.93382,0.97535,0.8096,0.90015,0.91177,0.95453,0.58132,0.5991,0.81284,0.37021,0.77709,0.001948,0.001948,0.001948
124,16562.1,0.57633,0.62773,0.33077,0.82678,0.91228,0.9334,0.97533,0.8096,0.89981,0.91207,0.95436,0.58091,0.5995,0.81337,0.37027,0.77708,0.001882,0.001882,0.001882
125,16692.2,0.57747,0.63021,0.33094,0.82634,0.91211,0.93333,0.97527,0.80945,0.89964,0.91216,0.95433,0.5808,0.59966,0.8139,0.37038,0.77706,0.001816,0.001816,0.001816
126,16822.8,0.57927,0.63163,0.33212,0.8272,0.91151,0.93364,0.97518,0.80912,0.8991,0.91236,0.95421,0.58022,0.6003,0.81525,0.37068,0.77711,0.00175,0.00175,0.00175
127,16952.8,0.5756,0.62674,0.32908,0.82656,0.91054,0.93385,0.97498,0.80886,0.8982,0.91243,0.95394,0.57977,0.60056,0.81599,0.37099,0.77711,0.001684,0.001684,0.001684
128,17083.6,0.57619,0.62814,0.33023,0.82615,0.91111,0.9331,0.97502,0.8087,0.89896,0.91189,0.95395,0.57971,0.60083,0.81629,0.37129,0.77708,0.001618,0.001618,0.001618
129,17214.3,0.57404,0.62489,0.32917,0.82656,0.91086,0.93382,0.97523,0.80905,0.89864,0.91241,0.95416,0.57984,0.60069,0.81597,0.37083,0.77704,0.001552,0.001552,0.001552
130,17344.6,0.57503,0.6275,0.32846,0.82713,0.91167,0.93371,0.97536,0.80917,0.89935,0.91223,0.95436,0.57982,0.60061,0.81566,0.37061,0.77701,0.001486,0.001486,0.001486
131,17475.3,0.57404,0.62617,0.32977,0.82632,0.91214,0.93346,0.97549,0.80945,0.89989,0.91208,0.95446,0.57994,0.60072,0.81598,0.37038,0.77699,0.00142,0.00142,0.00142
132,17605.5,0.57426,0.62543,0.32755,0.82658,0.91266,0.93342,0.97559,0.8095,0.90025,0.91191,0.95452,0.58014,0.60075,0.81599,0.37013,0.77696,0.001354,0.001354,0.001354
133,17736.2,0.57468,0.62734,0.32718,0.82683,0.91266,0.93357,0.97558,0.80955,0.90023,0.91201,0.95453,0.57996,0.60088,0.81653,0.37002,0.777,0.001288,0.001288,0.001288
134,17866.8,0.57055,0.62195,0.32535,0.8258,0.91316,0.93348,0.97569,0.80967,0.90064,0.91207,0.95471,0.58031,0.60055,0.81627,0.36974,0.77696,0.001222,0.001222,0.001222
