epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,3376.28,0.7252,0.79579,0.43034,0.86709,0.91575,0.9191,0.97316,0.77232,0.90518,0.90031,0.95185,0.55766,0.69761,0.91273,0.45045,0.80722,0.007624,0.007624,0.007624
26,3519.76,0.71343,0.78181,0.42705,0.86435,0.92135,0.92194,0.97569,0.78066,0.91239,0.90217,0.95683,0.57212,0.69062,0.90037,0.4245,0.80767,0.007525,0.007525,0.007525
27,3667.34,0.70652,0.77154,0.42095,0.86214,0.93053,0.92923,0.97978,0.77852,0.92244,0.90795,0.9593,0.56427,0.69812,0.89718,0.4132,0.80798,0.007426,0.007426,0.007426
28,3808.82,0.70062,0.76137,0.41976,0.86114,0.91217,0.91877,0.97251,0.78166,0.90224,0.89967,0.95216,0.56772,0.66726,0.86804,0.43587,0.80029,0.007327,0.007327,0.007327
29,3939.52,0.69659,0.7575,0.41734,0.86,0.9052,0.91994,0.97116,0.78243,0.89635,0.90112,0.95116,0.56558,0.66396,0.87139,0.43693,0.79885,0.007228,0.007228,0.007228
30,4068.84,0.68788,0.74735,0.41398,0.85904,0.92467,0.92909,0.97798,0.78027,0.91434,0.90849,0.95756,0.56036,0.68399,0.88183,0.41713,0.80273,0.007129,0.007129,0.007129
31,4226.72,0.68362,0.7415,0.40782,0.8562,0.92116,0.92855,0.97723,0.76509,0.90746,0.90399,0.95235,0.54366,0.72532,0.97362,0.42515,0.80852,0.00703,0.00703,0.00703
32,4357.17,0.68193,0.73851,0.40978,0.85572,0.93188,0.93004,0.97965,0.79103,0.92207,0.91138,0.96036,0.57717,0.66421,0.86795,0.40866,0.80044,0.006931,0.006931,0.006931
33,4487.71,0.67584,0.7324,0.40547,0.85473,0.93164,0.92982,0.97963,0.79678,0.92173,0.91245,0.96141,0.5811,0.65066,0.84526,0.40526,0.79707,0.006832,0.006832,0.006832
34,4629.77,0.67253,0.72935,0.40332,0.85403,0.93066,0.93138,0.97996,0.79676,0.92075,0.9126,0.96155,0.57801,0.65372,0.86301,0.4001,0.79714,0.006733,0.006733,0.006733
35,4760.3,0.67326,0.72869,0.40167,0.85389,0.91518,0.92307,0.97407,0.78751,0.90428,0.90342,0.95358,0.56449,0.65646,0.85614,0.41501,0.79644,0.006634,0.006634,0.006634
36,4891.25,0.66962,0.72644,0.39875,0.85263,0.91901,0.92448,0.97607,0.79491,0.90891,0.90669,0.95727,0.5768,0.64914,0.85326,0.4019,0.79537,0.006535,0.006535,0.006535
37,5022.17,0.66528,0.71983,0.39601,0.85111,0.92789,0.92997,0.97873,0.79821,0.9193,0.91177,0.96097,0.57909,0.64525,0.85403,0.40176,0.79342,0.006436,0.006436,0.006436
38,5153.2,0.66515,0.71825,0.39434,0.85109,0.92385,0.92685,0.97765,0.79305,0.9136,0.90817,0.9589,0.57093,0.64944,0.85759,0.40677,0.79503,0.006337,0.006337,0.006337
39,5283.81,0.65854,0.71175,0.39295,0.85012,0.91787,0.92529,0.97581,0.7944,0.90821,0.90586,0.9564,0.57459,0.63749,0.83923,0.40737,0.79104,0.006238,0.006238,0.006238
40,5414.5,0.65765,0.71503,0.39014,0.84941,0.9221,0.92654,0.97727,0.79934,0.91253,0.90782,0.95858,0.58307,0.63792,0.84036,0.40689,0.79173,0.006139,0.006139,0.006139
41,5545.12,0.6561,0.70779,0.3887,0.84917,0.91845,0.92689,0.97619,0.79328,0.90712,0.90783,0.95633,0.57289,0.64395,0.84581,0.40768,0.79229,0.00604,0.00604,0.00604
42,5675.57,0.6524,0.7062,0.38973,0.8485,0.92215,0.92813,0.97729,0.79502,0.91122,0.90918,0.95792,0.57376,0.64253,0.84878,0.40271,0.79068,0.005941,0.005941,0.005941
43,5806.47,0.65184,0.70909,0.38463,0.84799,0.92392,0.92782,0.97798,0.79788,0.91153,0.90899,0.95855,0.5782,0.64203,0.84376,0.40204,0.79223,0.005842,0.005842,0.005842
44,5937.21,0.65102,0.70755,0.3858,0.8477,0.93191,0.93079,0.98045,0.80458,0.92214,0.91424,0.96344,0.59089,0.63394,0.83676,0.38659,0.78946,0.005743,0.005743,0.005743
45,6067.3,0.64763,0.69999,0.38413,0.84673,0.93205,0.9309,0.98037,0.80238,0.92364,0.90929,0.96163,0.58582,0.63487,0.82872,0.38905,0.79058,0.005644,0.005644,0.005644
46,6197.27,0.6434,0.69607,0.38333,0.84638,0.92574,0.93114,0.97885,0.80165,0.91404,0.91126,0.95975,0.58071,0.62859,0.82246,0.38971,0.78926,0.005545,0.005545,0.005545
47,6328.27,0.64174,0.69404,0.37979,0.84556,0.91723,0.92626,0.97572,0.80115,0.9065,0.90756,0.95624,0.58021,0.6299,0.83195,0.39929,0.79049,0.005446,0.005446,0.005446
48,6458.31,0.64041,0.69391,0.37881,0.84496,0.91741,0.92575,0.97518,0.79096,0.9037,0.9043,0.9532,0.56313,0.64973,0.86642,0.40008,0.79412,0.005347,0.005347,0.005347
49,6588.5,0.63924,0.69261,0.38029,0.8448,0.9153,0.92466,0.97521,0.79634,0.90266,0.9064,0.95557,0.57457,0.63224,0.8443,0.40155,0.78944,0.005248,0.005248,0.005248
50,6718.7,0.63615,0.68861,0.37463,0.84438,0.92666,0.93103,0.97968,0.80479,0.91461,0.91221,0.96067,0.58097,0.62779,0.82115,0.38663,0.78865,0.005149,0.005149,0.005149
51,6849.66,0.63509,0.68668,0.37358,0.84315,0.91658,0.92486,0.9755,0.80201,0.90366,0.90713,0.95618,0.57944,0.62756,0.82929,0.39461,0.78904,0.00505,0.00505,0.00505
52,6980.11,0.63572,0.68784,0.37406,0.84374,0.92208,0.92979,0.97776,0.79588,0.91144,0.90742,0.95721,0.57407,0.64257,0.85506,0.3903,0.78996,0.004951,0.004951,0.004951
53,7110.72,0.63013,0.68195,0.37163,0.8417,0.92526,0.92872,0.97854,0.79685,0.91375,0.90843,0.95892,0.57524,0.63682,0.84952,0.38776,0.7889,0.004852,0.004852,0.004852
54,7241.29,0.63057,0.68744,0.36955,0.84291,0.92157,0.92991,0.97781,0.80319,0.91026,0.90933,0.95818,0.58211,0.62699,0.8304,0.38858,0.78697,0.004753,0.004753,0.004753
55,7385.53,0.6281,0.68353,0.37036,0.84133,0.92471,0.9269,0.97811,0.807,0.91271,0.90889,0.95954,0.58845,0.62083,0.82019,0.38256,0.78617,0.004654,0.004654,0.004654
56,7515.77,0.62551,0.6806,0.36794,0.8419,0.9159,0.92668,0.9761,0.7998,0.90559,0.90619,0.95633,0.57674,0.63065,0.83689,0.38751,0.78756,0.004555,0.004555,0.004555
57,7646.58,0.62705,0.68106,0.36657,0.84082,0.92364,0.92989,0.9781,0.80226,0.91124,0.91034,0.95832,0.57617,0.63125,0.84315,0.38448,0.78955,0.004456,0.004456,0.004456
58,7776.5,0.62358,0.67862,0.3661,0.84079,0.92214,0.92683,0.97719,0.8074,0.90953,0.90839,0.95786,0.58271,0.61261,0.81105,0.38582,0.78508,0.004357,0.004357,0.004357
59,7906.85,0.62343,0.67662,0.36557,0.84132,0.92876,0.92999,0.97957,0.80638,0.91767,0.91012,0.96056,0.5836,0.6202,0.82048,0.3788,0.78575,0.004258,0.004258,0.004258
60,8036.55,0.62079,0.67537,0.36475,0.8401,0.92741,0.92914,0.97908,0.80053,0.9159,0.90916,0.95936,0.57799,0.63036,0.84327,0.38142,0.78628,0.004159,0.004159,0.004159
61,8178.34,0.62057,0.67554,0.3632,0.83952,0.9211,0.92512,0.97649,0.80527,0.90791,0.90749,0.95734,0.58159,0.61668,0.81575,0.38428,0.78485,0.00406,0.00406,0.00406
62,8308.23,0.61655,0.67306,0.36186,0.83978,0.91447,0.92745,0.97491,0.79647,0.90168,0.90563,0.95396,0.57026,0.6355,0.85498,0.3916,0.78921,0.003961,0.003961,0.003961
63,8461.6,0.61764,0.67015,0.36285,0.83885,0.92242,0.9301,0.97813,0.79625,0.91044,0.90813,0.95738,0.57152,0.63606,0.85303,0.38349,0.78727,0.003862,0.003862,0.003862
64,8591.38,0.61511,0.66965,0.36072,0.83878,0.91645,0.92689,0.97573,0.797,0.90414,0.90516,0.95493,0.57098,0.62886,0.84123,0.38606,0.78691,0.003763,0.003763,0.003763
65,8721.32,0.61448,0.66836,0.35973,0.83886,0.91587,0.92529,0.97514,0.80345,0.90404,0.90422,0.9551,0.57869,0.61652,0.82356,0.38476,0.78521,0.003664,0.003664,0.003664
66,8851.26,0.61526,0.66876,0.35799,0.83901,0.91697,0.92663,0.97544,0.80273,0.9042,0.906,0.95517,0.57704,0.62021,0.82577,0.38535,0.78623,0.003565,0.003565,0.003565
67,8981.27,0.61388,0.66745,0.35675,0.83837,0.9193,0.92942,0.97698,0.80673,0.90772,0.91028,0.95779,0.58386,0.61415,0.81386,0.37915,0.78426,0.003466,0.003466,0.003466
68,9111.03,0.61127,0.66587,0.35649,0.83663,0.91959,0.92973,0.97707,0.80784,0.90813,0.90948,0.95793,0.58286,0.6122,0.8094,0.37991,0.78469,0.003367,0.003367,0.003367
69,9240.34,0.61078,0.66436,0.35546,0.83707,0.92062,0.92997,0.97732,0.80802,0.90814,0.91086,0.9581,0.58132,0.61756,0.8215,0.37941,0.7855,0.003268,0.003268,0.003268
70,9369.65,0.60812,0.6618,0.35648,0.83707,0.92237,0.93042,0.97772,0.80418,0.9103,0.90972,0.95756,0.5782,0.62245,0.83259,0.37894,0.78509,0.003169,0.003169,0.003169
71,9499.53,0.6093,0.66447,0.35412,0.83655,0.91558,0.92781,0.97565,0.80638,0.90308,0.90778,0.95569,0.57969,0.61605,0.82235,0.38339,0.78475,0.00307,0.00307,0.00307
72,9629.68,0.60945,0.66351,0.35311,0.83739,0.91531,0.92707,0.97504,0.805,0.90216,0.90785,0.95518,0.57931,0.61447,0.81845,0.38209,0.78344,0.002971,0.002971,0.002971
73,9759.75,0.60555,0.6598,0.3539,0.83616,0.92105,0.92944,0.97736,0.80523,0.90976,0.90861,0.95746,0.58071,0.61689,0.82063,0.37735,0.78404,0.002872,0.002872,0.002872
74,9889.68,0.60346,0.65677,0.35174,0.83541,0.91891,0.9283,0.97628,0.80561,0.90593,0.9082,0.95622,0.57876,0.61505,0.81911,0.37975,0.78374,0.002773,0.002773,0.002773
75,10020,0.6022,0.65745,0.34926,0.83518,0.91908,0.92819,0.97637,0.80663,0.90679,0.90838,0.95661,0.57975,0.61626,0.8229,0.37736,0.78421,0.002674,0.002674,0.002674
76,10150.4,0.60502,0.65694,0.35042,0.83579,0.91953,0.92806,0.97652,0.80881,0.90694,0.90828,0.95705,0.58143,0.61168,0.81405,0.37636,0.78436,0.002575,0.002575,0.002575
77,10280,0.60072,0.65559,0.34743,0.83546,0.92186,0.93087,0.97778,0.80903,0.90963,0.9112,0.95852,0.58278,0.61333,0.81623,0.37632,0.78388,0.002476,0.002476,0.002476
78,10409.9,0.60042,0.65505,0.3493,0.83513,0.92203,0.93046,0.97805,0.80895,0.91081,0.90983,0.95865,0.58397,0.61126,0.8141,0.3755,0.78229,0.002377,0.002377,0.002377
79,10540.2,0.59924,0.65586,0.34648,0.83415,0.9191,0.92964,0.97707,0.80882,0.90757,0.9087,0.9576,0.58251,0.61048,0.81392,0.37658,0.78235,0.002278,0.002278,0.002278
80,10670,0.59735,0.65243,0.34753,0.83431,0.91941,0.92839,0.97689,0.80879,0.90692,0.90846,0.95747,0.58377,0.60986,0.81271,0.37757,0.78219,0.002179,0.002179,0.002179
81,10800.5,0.59955,0.65296,0.34583,0.8345,0.91912,0.92838,0.97706,0.81126,0.90755,0.90821,0.95803,0.58579,0.60562,0.80921,0.377,0.78203,0.00208,0.00208,0.00208
82,10931,0.59718,0.65101,0.34332,0.83373,0.9185,0.92889,0.97699,0.80968,0.90576,0.90935,0.95752,0.58362,0.60828,0.81311,0.37742,0.78238,0.001981,0.001981,0.001981
83,11074.9,0.5964,0.65146,0.34526,0.83393,0.91871,0.92867,0.97696,0.80805,0.90647,0.90829,0.95715,0.58244,0.60975,0.81635,0.37594,0.7823,0.001882,0.001882,0.001882
84,11204.6,0.59365,0.64746,0.34329,0.83282,0.91626,0.92745,0.97605,0.80761,0.90316,0.90765,0.95631,0.5816,0.60998,0.81631,0.37708,0.78218,0.001783,0.001783,0.001783
85,11334.7,0.59386,0.64864,0.34172,0.83253,0.91885,0.92675,0.97632,0.80917,0.90573,0.90669,0.95687,0.58344,0.608,0.81315,0.37596,0.78235,0.001684,0.001684,0.001684
86,11465,0.59216,0.64708,0.34158,0.83254,0.91796,0.92766,0.97615,0.81002,0.90487,0.90771,0.95667,0.58336,0.60728,0.81143,0.37526,0.78266,0.001585,0.001585,0.001585
87,11595,0.59296,0.64797,0.34043,0.83326,0.91847,0.92943,0.97677,0.81075,0.90705,0.90821,0.95741,0.5844,0.60756,0.81289,0.37361,0.78216,0.001486,0.001486,0.001486
88,11725.7,0.59238,0.64761,0.34063,0.83247,0.91775,0.92772,0.97622,0.8098,0.90606,0.90764,0.9569,0.5825,0.60851,0.81436,0.37366,0.78208,0.001387,0.001387,0.001387
89,11856.1,0.59153,0.64614,0.34007,0.8311,0.91522,0.92712,0.97517,0.80935,0.90276,0.90746,0.95582,0.58102,0.60774,0.81403,0.37494,0.78212,0.001288,0.001288,0.001288
90,11985.5,0.58799,0.64379,0.3375,0.83208,0.91481,0.92717,0.97502,0.80908,0.90187,0.90726,0.95531,0.58027,0.60654,0.81252,0.37425,0.78192,0.001189,0.001189,0.001189
91,12103.4,0.62195,0.67305,0.36243,0.81747,0.9228,0.93225,0.97848,0.81092,0.91083,0.91234,0.9595,0.58778,0.60568,0.81,0.36592,0.77991,0.00109,0.00109,0.00109
92,12218.4,0.61946,0.67121,0.35557,0.81519,0.92778,0.93665,0.98056,0.81342,0.91749,0.91556,0.96213,0.591,0.60408,0.80564,0.35973,0.77949,0.000991,0.000991,0.000991
93,12333.2,0.62025,0.66941,0.35346,0.81504,0.93031,0.93885,0.98168,0.81535,0.91986,0.91888,0.96373,0.59388,0.60402,0.80448,0.35631,0.77948,0.000892,0.000892,0.000892
94,12448,0.61784,0.66968,0.35258,0.81395,0.93337,0.93928,0.98235,0.81682,0.92238,0.91951,0.96469,0.59579,0.60383,0.80409,0.35445,0.77948,0.000793,0.000793,0.000793
95,12562.8,0.61693,0.6679,0.35244,0.81573,0.93508,0.93909,0.98271,0.81773,0.92336,0.92018,0.96521,0.59686,0.60397,0.80463,0.35305,0.77951,0.000694,0.000694,0.000694
96,12677.6,0.61631,0.66642,0.35034,0.8147,0.93542,0.93993,0.98302,0.81826,0.92386,0.92128,0.96559,0.59778,0.60426,0.80585,0.35204,0.77953,0.000595,0.000595,0.000595
97,12792.5,0.61534,0.66514,0.34977,0.81367,0.93551,0.94032,0.98314,0.81837,0.92471,0.92101,0.96576,0.59726,0.60467,0.80649,0.3518,0.77946,0.000496,0.000496,0.000496
98,12907.3,0.61381,0.66523,0.34863,0.81251,0.93563,0.94134,0.98342,0.81926,0.92535,0.9218,0.96609,0.59855,0.60433,0.80628,0.35079,0.77935,0.000397,0.000397,0.000397
99,13022.2,0.61345,0.66437,0.34861,0.81323,0.93605,0.94182,0.98357,0.81975,0.92628,0.92196,0.96635,0.59856,0.60387,0.80551,0.35016,0.77924,0.000298,0.000298,0.000298
100,13137.3,0.61158,0.66303,0.3481,0.81283,0.93668,0.94183,0.98365,0.82031,0.92715,0.92134,0.96649,0.59944,0.60338,0.80456,0.34999,0.77915,0.000199,0.000199,0.000199
